# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2025-02-21)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	47.811	3.50e-92	277	79	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	289	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.1	xylose	EX_cpd00154_e0	rxn05167,rxn09383	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	47.811	3.50e-92	277	79	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	289	transporter
gnl|TC-DB|Q3MAR5|3.A.1.11.10	3.A.1.11.1	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|Q3MAR5|3.A.1.11.10	45.070	1.64e-100	299	91	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	351	transporter
gnl|TC-DB|Q3MAR5|3.A.1.11.10	3.A.1.11.1	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|Q3MAR5|3.A.1.11.10	45.070	1.64e-100	299	91	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	351	transporter
gnl|TC-DB|Q3MAR5|3.A.1.11.10	3.A.1.11.10	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|Q3MAR5|3.A.1.11.10	45.070	1.64e-100	299	91	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	351	transporter
gnl|TC-DB|Q3MAR5|3.A.1.11.10	3.A.1.11.10	Spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|Q3MAR5|3.A.1.11.10	45.070	1.64e-100	299	91	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	351	transporter
gnl|TC-DB|P31134|3.A.1.11.2	3.A.1.11.2	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|P31134|3.A.1.11.2	45.531	5.05e-102	303	95	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	3	359	transporter
gnl|TC-DB|Q97UY8|3.A.1.1.13	3.A.1.1.13	galactose	EX_cpd00108_e0	rxn05162,rxn08573	gnl|TC-DB|Q97UY8|3.A.1.1.13	39.384	2.16e-65	208	81	LKKGGHDO_03287 Vitamin B12 import ATP-binding protein BtuD	1	288	transporter
gnl|TC-DB|Q97UY8|3.A.1.1.13	3.A.1.1.13	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q97UY8|3.A.1.1.13	39.384	2.16e-65	208	81	LKKGGHDO_03287 Vitamin B12 import ATP-binding protein BtuD	1	288	transporter
gnl|TC-DB|Q97UY8|3.A.1.1.13	3.A.1.1.13	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q97UY8|3.A.1.1.13	39.384	2.16e-65	208	81	LKKGGHDO_03287 Vitamin B12 import ATP-binding protein BtuD	1	288	transporter
gnl|TC-DB|Q97UF2|3.A.1.1.14	3.A.1.1.14	arabinose	EX_cpd00185_e0	rxn10822	gnl|TC-DB|Q97UF2|3.A.1.1.14	38.384	3.75e-65	208	78	LKKGGHDO_03287 Vitamin B12 import ATP-binding protein BtuD	1	287	transporter
gnl|TC-DB|Q97UF2|3.A.1.1.14	3.A.1.1.14	arabinose	EX_cpd00224_e0	rxn05173,rxn08139,rxn11063	gnl|TC-DB|Q97UF2|3.A.1.1.14	38.384	3.75e-65	208	78	LKKGGHDO_03287 Vitamin B12 import ATP-binding protein BtuD	1	287	transporter
gnl|TC-DB|Q97UF2|3.A.1.1.14	3.A.1.1.14	xylose	EX_cpd00154_e0	rxn05167,rxn09383	gnl|TC-DB|Q97UF2|3.A.1.1.14	38.384	3.75e-65	208	78	LKKGGHDO_03287 Vitamin B12 import ATP-binding protein BtuD	1	287	transporter
gnl|TC-DB|Q97ZC0|3.A.1.1.15	3.A.1.1.15	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q97ZC0|3.A.1.1.15	38.989	1.80e-72	225	85	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	274	transporter
gnl|TC-DB|P46903|3.A.1.115.1	3.A.1.115.1	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|P46903|3.A.1.115.1	33.178	1.74e-33	120	84	LKKGGHDO_03666 putative ABC transporter ATP-binding protein YadG	9	212	transporter
gnl|TC-DB|Q7UQ83|3.A.1.115.2	3.A.1.115.2	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|Q7UQ83|3.A.1.115.2	37.441	1.14e-38	134	84	LKKGGHDO_03666 putative ABC transporter ATP-binding protein YadG	7	211	transporter
gnl|TC-DB|Q8TZQ3|3.A.1.1.16	3.A.1.1.16	Maltodextrin	EX_cpd11976_e0	rxn11140	gnl|TC-DB|Q8TZQ3|3.A.1.1.16	47.811	3.50e-92	277	79	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	289	transporter
gnl|TC-DB|Q1M7Q1|3.A.1.11.6	3.A.1.11.6	gamma-aminobutyric acid	EX_cpd00281_e0	rxn13794	gnl|TC-DB|Q1M7Q1|3.A.1.11.6	43.408	1.17e-84	258	86	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	3	312	transporter
gnl|TC-DB|Q9R9Q4|3.A.1.1.17	3.A.1.1.17	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q9R9Q4|3.A.1.1.17	35.739	2.58e-40	142	82	LKKGGHDO_02085 Vitamin B12 import ATP-binding protein BtuD	24	295	transporter
gnl|TC-DB|Q9R9Q4|3.A.1.1.17	3.A.1.1.17	sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q9R9Q4|3.A.1.1.17	35.739	2.58e-40	142	82	LKKGGHDO_02085 Vitamin B12 import ATP-binding protein BtuD	24	295	transporter
gnl|TC-DB|Q9R9Q4|3.A.1.1.17	3.A.1.1.17	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q9R9Q4|3.A.1.1.17	35.739	2.58e-40	142	82	LKKGGHDO_02085 Vitamin B12 import ATP-binding protein BtuD	24	295	transporter
gnl|TC-DB|Q97Q42|3.A.1.11.7	3.A.1.11.7	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|Q97Q42|3.A.1.11.7	36.544	8.13e-63	202	88	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	4	351	transporter
gnl|TC-DB|Q97Q42|3.A.1.11.7	3.A.1.11.7	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|Q97Q42|3.A.1.11.7	36.544	8.13e-63	202	88	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	4	351	transporter
gnl|TC-DB|Q5HGY5|3.A.1.11.8	3.A.1.11.8	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|Q5HGY5|3.A.1.11.8	44.194	1.98e-91	275	82	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	3	311	transporter
gnl|TC-DB|P77795|3.A.1.11.9	3.A.1.11.9	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|P77795|3.A.1.11.9	42.737	2.46e-91	274	97	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	357	transporter
gnl|TC-DB|P77795|3.A.1.11.9	3.A.1.11.9	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|P77795|3.A.1.11.9	42.737	2.46e-91	274	97	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	357	transporter
gnl|TC-DB|Q87WH4|3.A.1.12.10	3.A.1.12.10	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q87WH4|3.A.1.12.10	26.728	5.28e-08	48.9	96	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	52	260	transporter
gnl|TC-DB|Q87WH4|3.A.1.12.10	3.A.1.12.10	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|Q87WH4|3.A.1.12.10	26.728	5.28e-08	48.9	96	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	52	260	transporter
gnl|TC-DB|Q87WH4|3.A.1.12.10	3.A.1.12.10	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q87WH4|3.A.1.12.10	26.728	5.28e-08	48.9	96	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	52	260	transporter
gnl|TC-DB|Q87WH4|3.A.1.12.10	3.A.1.12.10	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q87WH4|3.A.1.12.10	26.728	5.28e-08	48.9	96	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	52	260	transporter
gnl|TC-DB|Q8Q041|3.A.1.12.11	3.A.1.12.11	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q8Q041|3.A.1.12.11	23.986	1.40e-10	59.3	79	LKKGGHDO_02426 Vitamin B12 import ATP-binding protein BtuD	46	297	transporter
gnl|TC-DB|Q8Q041|3.A.1.12.11	3.A.1.12.11	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q8Q041|3.A.1.12.11	23.986	1.40e-10	59.3	79	LKKGGHDO_02426 Vitamin B12 import ATP-binding protein BtuD	46	297	transporter
gnl|TC-DB|A9CI32|3.A.1.12.13	3.A.1.12.13	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|A9CI32|3.A.1.12.13	24.221	2.45e-06	46.2	77	LKKGGHDO_04043 UvrABC system protein A	333	605	transporter
gnl|TC-DB|Q8ZPK1|3.A.1.12.14	3.A.1.12.14	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q8ZPK1|3.A.1.12.14	26.882	9.37e-07	45.4	75	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	86	260	transporter
gnl|TC-DB|Q8ZPK1|3.A.1.12.14	3.A.1.12.14	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q8ZPK1|3.A.1.12.14	26.882	9.37e-07	45.4	75	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	86	260	transporter
gnl|TC-DB|P33360|3.A.1.12.15	3.A.1.12.15	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|P33360|3.A.1.12.15	36.842	1.28e-51	171	85	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	3	261	transporter
gnl|TC-DB|P33360|3.A.1.12.15	3.A.1.12.15	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|P33360|3.A.1.12.15	36.842	1.28e-51	171	85	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	3	261	transporter
gnl|TC-DB|P33360|3.A.1.12.15	3.A.1.12.15	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|P33360|3.A.1.12.15	36.842	1.28e-51	171	85	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	3	261	transporter
gnl|TC-DB|Q9X103|3.A.1.1.22	3.A.1.1.22	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q9X103|3.A.1.1.22	43.581	1.34e-76	237	79	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	289	transporter
gnl|TC-DB|Q9X103|3.A.1.1.22	3.A.1.1.22	maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q9X103|3.A.1.1.22	43.581	1.34e-76	237	79	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	289	transporter
gnl|TC-DB|Q9X103|3.A.1.1.22	3.A.1.1.22	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q9X103|3.A.1.1.22	43.581	1.34e-76	237	79	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	289	transporter
gnl|TC-DB|P77504|3.A.1.122.15	3.A.1.122.1	L-cysteine	EX_cpd00084_e0	rxn05237,rxn08280,rxn08281,rxn30473	gnl|TC-DB|P77504|3.A.1.122.15	32.676	2.55e-101	330	95	LKKGGHDO_01923 hypothetical protein	38	837	transporter
gnl|TC-DB|P39775|3.A.1.12.3	3.A.1.12.3	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|P39775|3.A.1.12.3	25.397	1.29e-10	56.6	81	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	83	265	transporter
gnl|TC-DB|Q72L52|3.A.1.1.24	3.A.1.1.24	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q72L52|3.A.1.1.24	39.589	1.34e-76	238	90	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	335	transporter
gnl|TC-DB|Q72L52|3.A.1.1.24	3.A.1.1.24	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q72L52|3.A.1.1.24	39.589	1.34e-76	238	90	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	335	transporter
gnl|TC-DB|O34742|3.A.1.12.4	3.A.1.12.4	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|O34742|3.A.1.12.4	24.865	4.75e-10	55.1	78	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	87	265	transporter
gnl|TC-DB|O34742|3.A.1.12.4	3.A.1.12.4	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|O34742|3.A.1.12.4	24.865	4.75e-10	55.1	78	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	87	265	transporter
gnl|TC-DB|O34742|3.A.1.12.4	3.A.1.12.4	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|O34742|3.A.1.12.4	24.865	4.75e-10	55.1	78	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	87	265	transporter
gnl|TC-DB|O34742|3.A.1.12.4	3.A.1.12.4	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|O34742|3.A.1.12.4	24.865	4.75e-10	55.1	78	LKKGGHDO_03411 Putative aliphatic sulfonates transport permease protein SsuC	87	265	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72L52|3.A.1.1.25	39.589	1.34e-76	238	90	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	335	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72L52|3.A.1.1.25	39.589	1.34e-76	238	90	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	335	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q72L52|3.A.1.1.25	39.589	1.34e-76	238	90	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	335	transporter
gnl|TC-DB|Q9RQ06|3.A.1.12.5	3.A.1.12.5	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q9RQ06|3.A.1.12.5	18.966	9.3	25.4	83	LKKGGHDO_01268 V-type sodium ATPase catalytic subunit A	197	464	transporter
gnl|TC-DB|Q9RQ06|3.A.1.12.5	3.A.1.12.5	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q9RQ06|3.A.1.12.5	18.966	9.3	25.4	83	LKKGGHDO_01268 V-type sodium ATPase catalytic subunit A	197	464	transporter
gnl|TC-DB|Q9RQ06|3.A.1.12.5	3.A.1.12.5	proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9RQ06|3.A.1.12.5	18.966	9.3	25.4	83	LKKGGHDO_01268 V-type sodium ATPase catalytic subunit A	197	464	transporter
gnl|TC-DB|P94360|3.A.1.1.26	3.A.1.1.26	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|P94360|3.A.1.1.26	38.602	8.86e-72	225	88	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	320	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q9KKE1|3.A.1.12.6	39.662	7.45e-54	176	86	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	234	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q9KKE1|3.A.1.12.6	39.662	7.45e-54	176	86	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	234	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q9KKE1|3.A.1.12.6	39.662	7.45e-54	176	86	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	234	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9KKE1|3.A.1.12.6	39.662	7.45e-54	176	86	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	234	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9KKE1|3.A.1.12.6	39.662	7.45e-54	176	86	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	4	234	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8DT25|3.A.1.1.27	38.284	3.96e-69	218	80	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	286	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q8DT25|3.A.1.1.27	38.284	3.96e-69	218	80	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	286	transporter
gnl|TC-DB|Q8DT25|3.A.1.1.27	3.A.1.1.27	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q8DT25|3.A.1.1.27	38.284	3.96e-69	218	80	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	286	transporter
gnl|TC-DB|Q92N35|3.A.1.12.7	3.A.1.12.7	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|Q92N35|3.A.1.12.7	34.539	1.98e-39	140	83	LKKGGHDO_03287 Vitamin B12 import ATP-binding protein BtuD	19	305	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	raffinose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00752|3.A.1.1.28	36.964	2.58e-69	219	80	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	286	transporter
gnl|TC-DB|Q00752|3.A.1.1.28	3.A.1.1.28	stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00752|3.A.1.1.28	36.964	2.58e-69	219	80	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	286	transporter
gnl|TC-DB|Q93A35|3.A.1.12.8	3.A.1.12.8	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q93A35|3.A.1.12.8	38.462	1.17e-54	179	75	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	8	248	transporter
gnl|TC-DB|Q93A35|3.A.1.12.8	3.A.1.12.8	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q93A35|3.A.1.12.8	38.462	1.17e-54	179	75	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	8	248	transporter
gnl|TC-DB|Q93A35|3.A.1.12.8	3.A.1.12.8	proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q93A35|3.A.1.12.8	38.462	1.17e-54	179	75	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	8	248	transporter
gnl|TC-DB|P23886|3.A.1.129.1	3.A.1.129.1	cysteine	EX_cpd00084_e0	rxn05237,rxn08280,rxn08281,rxn30473	gnl|TC-DB|P23886|3.A.1.129.1	28.715	6.23e-47	172	84	LKKGGHDO_02484 Vitamin B12 import ATP-binding protein BtuD	268	750	transporter
gnl|TC-DB|P0AG80|3.A.1.1.3	3.A.1.1.3	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|P0AG80|3.A.1.1.3	36.983	2.19e-82	257	93	LKKGGHDO_02589 sn-glycerol-3-phosphate-binding periplasmic protein UgpB	26	409	transporter
gnl|TC-DB|P0AG80|3.A.1.1.3	3.A.1.1.3	glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|P0AG80|3.A.1.1.3	36.983	2.19e-82	257	93	LKKGGHDO_02589 sn-glycerol-3-phosphate-binding periplasmic protein UgpB	26	409	transporter
gnl|TC-DB|P0AG80|3.A.1.1.3	3.A.1.1.3	phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|P0AG80|3.A.1.1.3	36.983	2.19e-82	257	93	LKKGGHDO_02589 sn-glycerol-3-phosphate-binding periplasmic protein UgpB	26	409	transporter
gnl|TC-DB|P0AG80|3.A.1.1.3	3.A.1.1.3	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|P0AG80|3.A.1.1.3	36.983	2.19e-82	257	93	LKKGGHDO_02589 sn-glycerol-3-phosphate-binding periplasmic protein UgpB	26	409	transporter
gnl|TC-DB|Q88P35|3.A.1.1.30	3.A.1.1.30	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q88P35|3.A.1.1.30	41.237	6.62e-71	223	76	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	285	transporter
gnl|TC-DB|O50453|3.A.1.1.31	3.A.1.1.31	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|O50453|3.A.1.1.31	27.570	5.22e-14	68.6	76	LKKGGHDO_03286 hypothetical protein	341	553	transporter
gnl|TC-DB|Q8ZRP7|3.A.1.13.1	3.A.1.13.1	cyanocob(III)alamin	EX_cpd03424_e0	rxn05187	gnl|TC-DB|Q8ZRP7|3.A.1.13.1	32.411	1.55e-39	136	90	LKKGGHDO_00398 Vitamin B12-binding protein	40	287	transporter
gnl|TC-DB|Q55035|3.A.1.1.32	3.A.1.1.32	glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|Q55035|3.A.1.1.32	41.722	3.96e-74	231	79	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	289	transporter
gnl|TC-DB|G2SET5|3.A.1.132.14	3.A.1.132.14	Sulfate	EX_cpd00048_e0	rxn05153,rxn09276,rxn29239	gnl|TC-DB|G2SET5|3.A.1.132.14	36.759	6.46e-40	137	99	LKKGGHDO_04337 Vitamin B12 import ATP-binding protein BtuD	3	243	transporter
gnl|TC-DB|Q52900|3.A.1.132.2	3.A.1.132.2	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q52900|3.A.1.132.2	33.981	3.64e-34	124	97	LKKGGHDO_01814 putative multidrug ABC transporter ATP-binding protein YbhF	8	302	transporter
gnl|TC-DB|P94360|3.A.1.1.34	3.A.1.1.34	arabinose	EX_cpd00185_e0	rxn10822	gnl|TC-DB|P94360|3.A.1.1.34	38.602	8.86e-72	225	88	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	320	transporter
gnl|TC-DB|P94360|3.A.1.1.34	3.A.1.1.34	arabinose	EX_cpd00224_e0	rxn05173,rxn08139,rxn11063	gnl|TC-DB|P94360|3.A.1.1.34	38.602	8.86e-72	225	88	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	320	transporter
gnl|TC-DB|P94360|3.A.1.1.34	3.A.1.1.34	L-arabinose	EX_cpd00224_e0	rxn05173,rxn08139,rxn11063	gnl|TC-DB|P94360|3.A.1.1.34	38.602	8.86e-72	225	88	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	1	320	transporter
gnl|TC-DB|G3LHY9|3.A.1.1.35	3.A.1.1.35	glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|G3LHY9|3.A.1.1.35	33.770	1.28e-53	177	83	LKKGGHDO_03285 Vitamin B12 import ATP-binding protein BtuD	22	317	transporter
gnl|TC-DB|E2YHZ7|3.A.1.135.7	3.A.1.135.7	chloride	EX_cpd00099_e0	rxn18355,rxn18908	gnl|TC-DB|E2YHZ7|3.A.1.135.7	32.095	4.68e-93	300	99	LKKGGHDO_02484 Vitamin B12 import ATP-binding protein BtuD	179	759	transporter
gnl|TC-DB|Q9WYQ2|3.A.1.1.38	3.A.1.1.38	phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|Q9WYQ2|3.A.1.1.38	42.857	3.89e-78	241	86	LKKGGHDO_03287 Vitamin B12 import ATP-binding protein BtuD	1	307	transporter
gnl|TC-DB|Q5Z8H2|3.A.1.139.1	3.A.1.139.1	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q5Z8H2|3.A.1.139.1	37.860	6.04e-37	129	80	LKKGGHDO_02785 Glutamine transport ATP-binding protein GlnQ	9	245	transporter
gnl|TC-DB|P77307|3.A.1.139.2	3.A.1.139.2	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P77307|3.A.1.139.2	33.061	3.08e-37	129	90	LKKGGHDO_02010 putative iron export permease protein FetB	25	262	transporter
gnl|TC-DB|P77307|3.A.1.139.2	3.A.1.139.2	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P77307|3.A.1.139.2	33.061	3.08e-37	129	90	LKKGGHDO_02010 putative iron export permease protein FetB	25	262	transporter
gnl|TC-DB|Q8NMV1|3.A.1.1.45	3.A.1.1.4	D-mannitol	EX_cpd00314_e0	rxn13853	gnl|TC-DB|Q8NMV1|3.A.1.1.45	40.728	1.10e-74	233	79	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	296	transporter
gnl|TC-DB|Q8NMV1|3.A.1.1.45	3.A.1.1.4	lactose	EX_cpd00208_e0	rxn05598	gnl|TC-DB|Q8NMV1|3.A.1.1.45	40.728	1.10e-74	233	79	LKKGGHDO_00369 Spermidine/putrescine import ATP-binding protein PotA	1	296	transporter
